ENSEMBL_ID	GENE_SYMBOL	DESCRIPTION	Prot_log2FC_25_KD	Prot_FDR_25_KD	Prot_log2FC_68_KD	Prot_FDR_68_KD	Prot_log2FC_25_OE	Prot_FDR_25_OE	Prot_log2FC_68_OE	Prot_FDR_68_OE	RNA_log2FC_25_KD	RNA_FDR_25_KD	RNA_log2FC_68_KD	RNA_FDR_68_KD	RNA_log2FC_25_OE	RNA_FDR_25_OE	RNA_log2FC_68_OE	RNA_FDR_68_OE	CFIm_Target
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	-0.496217492	0.999980048	-0.33891816	0.94228526	-0.017806146	0.947335748	-0.021094918	0.856330959	0.42766581	0.119993191	0.482087966	0.049321708	0.201054	0.566097808	-0.241097092	0.542493677	0
ENSG00000078487	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	NA	NA	NA	NA	NA	NA	NA	NA	0.136044876	0.403492369	0.061972517	0.660854817	0.722095486	8.75E-08	-0.171723041	0.393758037	0
ENSG00000078549	ADCYAP1R1	ADCYAP receptor type I	NA	NA	NA	NA	NA	NA	NA	NA	-0.780781648	0.088013666	-1.219010225	0.002426644	-0.233905113	0.708424326	-0.359467102	0.549065676	0
ENSG00000078579	FGF20	fibroblast growth factor 20	NA	NA	NA	NA	NA	NA	NA	NA	-0.572005008	0.323466953	-0.427058453	0.3176285	-0.608089518	0.223178316	-0.418024258	0.527877619	0
ENSG00000078618	NRDC	nardilysin convertase	-0.150010191	0.999980048	-0.109469364	0.937693518	NA	NA	NA	NA	-0.04788369	0.503114035	-0.008132578	0.875298322	-0.056311023	0.437612235	-0.092522798	0.197254646	0
ENSG00000078668	VDAC3	voltage dependent anion channel 3	0.005336609	0.999980048	0.099790544	0.937693518	0.216731143	0.309061456	0.330680949	0.046621539	0.287637417	0.00124442	0.222704569	0.001294316	-0.344072844	0.000224302	-0.209179401	0.043310615	0
ENSG00000078668.1	VDAC3	voltage dependent anion channel 3 - isoform	0.005336609	0.999980048	0.099790544	0.937693518	-0.359790427	0.145791747	0.109422444	0.842968537	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000078687	TNRC6C	trinucleotide repeat containing adaptor 6C	0.18140381	0.999980048	0.185004738	0.937693518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000078747	ITCH	itchy E3 ubiquitin protein ligase	0.039001729	0.999980048	0.031847308	0.988435495	0.203731402	0.119628568	0.12596692	0.165162004	0.575999928	2.07E-18	0.856235279	4.06E-70	0.285767692	0.000172073	-0.207210672	0.008192566	0
ENSG00000078804	TP53INP2	tumor protein p53 inducible nuclear protein 2	NA	NA	NA	NA	NA	NA	NA	NA	0.206157464	0.598339291	0.846309043	0.000109317	0.276693866	0.445980802	-0.324712569	0.433505457	0
ENSG00000078808	SDF4	stromal cell derived factor 4	-0.004090157	0.999980048	-0.057071758	0.988435495	-0.018410751	0.893185087	0.459922473	0.003184773	-0.184851445	0.006032835	-0.022882295	0.678424098	-0.423779296	2.54E-09	0.207631019	0.007219957	0
ENSG00000078814	MYH7B	myosin heavy chain 7B	NA	NA	NA	NA	NA	NA	NA	NA	0.682490865	0.129089653	0.565954509	0.179038421	1.502313967	4.09E-05	-0.479172004	0.556045842	0
ENSG00000078900	TP73	tumor protein p73	-0.174142072	0.999980048	-0.290258029	0.937693518	0.106380284	0.328768555	0.271892177	0.125492254	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000078902	TOLLIP	toll interacting protein	-0.042308147	0.999980048	0.107244623	0.937693518	0.026268525	0.99403625	0.098764457	0.64721485	-0.402660144	3.59E-06	0.039181465	0.580768421	-0.68150196	1.93E-13	0.043442129	0.717615794	0
ENSG00000078967	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	NA	NA	NA	NA	NA	NA	NA	NA	0.946736324	1.02E-08	0.987851825	1.57E-12	0.257096077	0.204947858	-0.056366736	0.878442699	0
ENSG00000079101	CLUL1	clusterin like 1	NA	NA	NA	NA	NA	NA	NA	NA	0.337682225	0.140208659	0.308381153	0.106522602	1.127933284	3.09E-10	-0.013232359	0.990245787	0
ENSG00000079134	THOC1	THO complex 1	0.084922148	0.999980048	0.033829938	0.971926496	-0.020627682	0.845083487	0.006472614	0.833974974	0.250421827	0.079427282	0.209278659	0.067907076	0.245288596	0.09083889	0.040444945	0.877974808	0
ENSG00000079150	FKBP7	FKBP prolyl isomerase 7	0.174904025	0.999980048	-0.444427553	0.937693518	-0.222230236	0.067493071	0.439618231	0.004567035	-0.648875258	5.68E-05	-0.927308826	9.74E-12	-0.518216759	0.001000417	0.169799724	0.384882888	0
ENSG00000079156	OSBPL6	oxysterol binding protein like 6	-0.176930953	0.999980048	-0.147296951	0.937693518	0.027767956	0.57496088	0.217076667	0.016555073	0.155138206	0.123080169	0.065668573	0.417304724	0.490227138	1.44E-07	-0.030662774	0.855103593	0
ENSG00000079215	SLC1A3	solute carrier family 1 member 3	NA	NA	NA	NA	0.438238603	0.006149224	-0.691901305	0.000755543	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000079257	LXN	latexin	0.069877423	0.999980048	0.125750211	0.941183551	0.012060922	0.624287747	0.067391196	0.923373815	-0.06376231	0.619076076	-0.135236218	0.103595902	0.075414704	0.518010706	-0.377538703	0.000592597	0
ENSG00000079277	MKNK1	MAPK interacting serine/threonine kinase 1	NA	NA	NA	NA	0.011297983	0.84548392	0.186923838	0.165894524	0.498556087	0.000366094	0.501717672	6.55E-06	-0.344639268	0.037627043	-0.250918952	0.16587771	0
ENSG00000079313	REXO1	RNA exonuclease 1 homolog	-0.060094362	0.999980048	-0.042081136	0.940705097	-0.05321706	0.361423763	-0.08571072	0.210824101	-0.524509853	0.000118123	-0.361265208	0.000820586	-0.586106561	0.000173317	-0.146832476	0.38407839	0
ENSG00000079335	CDC14A	cell division cycle 14A	NA	NA	NA	NA	NA	NA	NA	NA	-0.128554247	0.444269909	-0.277012268	0.027994555	0.391040779	0.008722186	-0.060921151	0.784420837	0
ENSG00000079337	RAPGEF3	Rap guanine nucleotide exchange factor 3	-0.14805349	0.999980048	-0.063284076	0.962382685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000079387	SENP1	SUMO specific peptidase 1	0.053901509	0.999980048	0.050259358	0.937693518	0.039827448	0.427041733	-0.010033385	0.672405456	0.074599542	0.395611125	0.195833261	0.00069657	0.169201695	0.047360961	0.076569806	0.479777345	0
ENSG00000079432	CIC	capicua transcriptional repressor	0.107898723	0.999980048	0.213314636	0.937693518	0.173916519	0.15211248	0.410159742	0.010869133	-0.580572806	2.33E-17	-0.241062049	5.64E-07	-0.466684084	7.71E-11	-0.015694612	0.905425029	0
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1	-0.041949811	0.999980048	-0.039338096	0.943136467	0.001612386	0.697458594	1.013714504	8.14E-05	0.393822095	6.27E-05	0.399793254	9.15E-08	-0.712246735	5.09E-09	0.032999004	0.846751913	0
ENSG00000079462	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	0.173499921	0.999980048	0.038740922	0.971926496	-0.010629807	0.892407383	0.031213989	0.986235159	-0.161794109	0.043753332	-0.079643792	0.194859837	-0.121946895	0.179119225	-0.170017203	0.047590143	0
ENSG00000079482	OPHN1	oligophrenin 1	NA	NA	NA	NA	-0.037040464	0.839860086	-0.006085962	0.964643853	0.189269432	0.02908593	0.100567911	0.152396694	0.036351969	0.74466831	0.028769789	0.837043378	0
ENSG00000079616	KIF22	kinesin family member 22	0.029706543	0.999980048	0.027401209	0.94938821	-0.000422339	0.991851811	-0.114109964	0.17044638	-0.063620884	0.405731015	-0.101155646	0.048991624	-0.222467872	0.001405691	-0.023358154	0.831709388	0
ENSG00000079691	CARMIL1	capping protein regulator and myosin 1 linker 1	0.11089204	0.999980048	0.102727963	0.937693518	NA	NA	NA	NA	0.378106886	0.006948468	0.393415888	0.000311053	0.03903095	0.840829796	0.001844863	1	0
ENSG00000079739	PGM1	phosphoglucomutase 1	0.035984498	0.999980048	0.130787629	0.937693518	-0.164905075	0.375046884	-0.054957361	0.819473287	0.044651439	0.58684718	0.189449638	0.000125946	-0.040777545	0.626277781	-0.037109147	0.702646698	0
ENSG00000079785	DDX1	DEAD-box helicase 1	0.092833063	0.999980048	0.143173434	0.937693518	0.146941744	0.071942193	-0.147833788	0.152544321	0.000654976	1	-0.123439896	0.004418232	-0.030095634	0.70120992	-0.450139866	2.69E-13	0
ENSG00000079805	DNM2	dynamin 2	0.05049804	0.999980048	0.089868595	0.937693518	0.24934948	0.271053742	0.062070648	0.861187152	0.244441448	0.000203112	0.327416535	2.26E-12	0.137164818	0.048759438	-0.337412752	9.44E-07	0
ENSG00000079805.1	DNM2	dynamin 2 - isoform	0.05049804	0.999980048	0.089868595	0.937693518	0.397710709	0.046675941	-0.243490173	0.060486455	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000079819	EPB41L2	erythrocyte membrane protein band 4.1 like 2	0.01955397	0.999980048	0.037738857	0.94938821	0.002662466	0.863334301	0.264110579	0.043902615	-0.423051878	8.04E-09	-0.45866156	8.41E-18	-0.126056927	0.113915527	0.140356103	0.091674627	0
ENSG00000079819.1	EPB41L2	erythrocyte membrane protein band 4.1 like 2 - isoform	0.01955397	0.999980048	0.037738857	0.94938821	-0.122946392	0.244176397	0.027683024	0.851064379	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000079841	RIMS1	regulating synaptic membrane exocytosis 1	NA	NA	NA	NA	0.417803611	0.089134831	0.249481746	0.224032577	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000079950	STX7	syntaxin 7	-0.13919823	0.999980048	-0.091511635	0.941155652	-0.033473761	0.666490421	0.19540848	0.243971166	-0.771782621	2.58E-30	-1.281405358	6.46E-148	-0.108432053	0.184317103	0.270258889	7.91E-05	0
ENSG00000079974	RABL2B	"RAB, member of RAS oncogene family like 2B"	NA	NA	NA	NA	NA	NA	NA	NA	-0.419858109	0.093370117	-0.669368399	0.00026075	0.109514479	0.700667389	0.031605523	0.954545191	0
ENSG00000079999	KEAP1	kelch like ECH associated protein 1	NA	NA	NA	NA	0.144503385	0.232338245	0.125516369	0.295249854	0.140750236	0.117845875	0.239758302	0.000175277	0.169208177	0.062726271	-0.13875392	0.15954921	0
ENSG00000080031	PTPRH	protein tyrosine phosphatase receptor type H	NA	NA	NA	NA	NA	NA	NA	NA	0.221524785	0.655690331	0.650999236	0.035749478	0.66796522	0.065666139	-1.009258027	0.059111031	0
ENSG00000080189	SLC35C2	solute carrier family 35 member C2	NA	NA	NA	NA	NA	NA	NA	NA	0.106840415	0.181568633	0.158609358	0.004661833	0.349142214	1.78E-06	-0.184050909	0.044741554	0
ENSG00000080200	CRYBG3	crystallin beta-gamma domain containing 3	-0.122013289	0.999980048	0.07808089	0.937693518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000080298	RFX3	regulatory factor X3	NA	NA	NA	NA	-0.035990025	0.634482671	0.077267732	0.572098102	0.673355294	0.000263217	0.918198366	9.00E-10	0.372211382	0.069899768	0.027187406	0.979814581	0
ENSG00000080371	RAB21	"RAB21, member RAS oncogene family"	0.220706293	0.999980048	-0.093401539	0.937693518	0.156193616	0.068670126	0.10964391	0.235384884	0.090295786	0.359149504	-0.033421059	0.685078337	0.132652415	0.155443605	-0.033882571	0.814969977	0
ENSG00000080493	SLC4A4	solute carrier family 4 member 4	NA	NA	NA	NA	NA	NA	NA	NA	0.473551292	0.000654464	0.569816588	4.12E-07	-0.043700296	0.827670535	0.081554163	0.695062635	0
ENSG00000080503	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	0.032058657	0.999980048	0.009019495	0.958404514	-0.023584376	0.6398859	-0.01657009	0.965105602	0.158124808	0.14007609	0.158335386	0.041060574	-0.110363358	0.325349232	-0.145362785	0.242526121	0
ENSG00000080546	SESN1	sestrin 1	-0.167201322	0.999980048	0.016265744	0.972942615	0.050486685	0.981896858	0.04029181	0.903912774	-0.501826594	1.14E-14	-0.607474191	5.85E-40	-0.214194007	0.002525947	0.022777632	0.838413003	0
ENSG00000080561	MID2	midline 2	0.057097046	0.999980048	0.077302022	0.971926496	NA	NA	NA	NA	0.415492111	8.05E-06	0.373497252	1.22E-07	0.566222862	1.80E-10	0.036848739	0.81805545	0
ENSG00000080573	COL5A3	collagen type V alpha 3 chain	NA	NA	NA	NA	NA	NA	NA	NA	-0.296470561	0.575405313	0.037679786	0.916857657	0.461513161	0.157887345	-0.542256369	0.253262084	0
ENSG00000080603	SRCAP	Snf2 related CREBBP activator protein	-0.042857597	0.999980048	0.055353349	0.974587724	0.045203637	0.259986588	-0.034908648	0.783229576	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000080608	PUM3	pumilio RNA binding family member 3	0.195621945	0.999980048	0.06245193	0.963542738	NA	NA	NA	NA	0.217952267	0.003027268	0.114637468	0.030273908	0.217018416	0.00607766	-0.082436273	0.369628568	0
ENSG00000080802	CNOT4	CCR4-NOT transcription complex subunit 4	-0.067777628	0.999980048	0.046240802	0.952594755	0.046882526	0.928573233	0.130825062	0.437629573	0.036523182	0.824618623	0.322594459	0.000259598	0.241433473	0.038052494	-0.271114999	0.036540676	0
ENSG00000080819	CPOX	coproporphyrinogen oxidase	0.098580719	0.999980048	0.053483378	0.963714912	0.208370496	0.049812525	-0.351660866	0.003196947	0.474845743	7.31E-13	0.208881537	2.90E-05	0.231690591	0.004281922	-0.156119397	0.063994387	0
ENSG00000080822	CLDND1	claudin domain containing 1	NA	NA	NA	NA	0.055577242	0.736063897	0.118655336	0.19951428	0.221425519	0.002000184	0.006212572	0.928124396	0.379933666	4.77E-08	-0.033234415	0.742087064	0
ENSG00000080823	MOK	MOK protein kinase	NA	NA	NA	NA	NA	NA	NA	NA	0.324737959	0.083723815	-0.06953414	0.723997443	0.738984172	6.97E-06	-0.475501945	0.03625611	0
ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	0.121643851	0.999980048	0.239200054	0.937693518	0.19286876	0.309426154	0.093204133	0.893772329	-0.078739762	0.238093288	-0.368602911	7.08E-19	-0.242298637	0.000865903	-0.180206671	0.004936093	0
ENSG00000080839	RBL1	RB transcriptional corepressor like 1	0.111544692	0.999980048	0.129599196	0.937693518	NA	NA	NA	NA	0.523518669	1.72E-12	0.550147857	9.41E-24	0.643175892	1.79E-16	-0.351737937	3.70E-05	0
ENSG00000080845	DLGAP4	DLG associated protein 4	NA	NA	NA	NA	-0.185272389	0.462653737	-0.019796682	0.815041745	0.110156477	0.378674555	0.124185503	0.196601517	0.401052792	0.000345566	-0.077481729	0.625549031	0
ENSG00000080986	NDC80	NDC80 kinetochore complex component	-0.070758035	0.999980048	0.039975855	0.937693518	-0.160474188	0.112068702	0.161034127	0.254824119	0.056437955	0.488274117	0.085653623	0.109911271	0.23643596	0.000766077	-0.118054181	0.152785346	0
ENSG00000081014	AP4E1	adaptor related protein complex 4 subunit epsilon 1	NA	NA	NA	NA	0.023764616	0.710250034	-0.130881154	0.083754014	-0.161222622	0.534408461	-0.13437747	0.553093326	0.411297228	0.063989176	0.190281647	0.470871195	0
ENSG00000081026	MAGI3	"membrane associated guanylate kinase, WW and PDZ domain containing 3"	0.027836833	0.999980048	0.06259786	0.937693518	-0.032009539	0.936084166	-0.013225112	0.500489185	0.242567343	0.003438927	0.342050401	1.49E-08	0.007594444	0.959410595	-0.067541762	0.545470992	0
ENSG00000081051	AFP	alpha fetoprotein	-0.275456642	0.999980048	-0.145699228	0.949118243	-0.18484655	0.260761933	-0.046647447	0.47014738	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000081059	TCF7	transcription factor 7	NA	NA	NA	NA	NA	NA	NA	NA	0.125418507	0.320079731	0.178666486	0.050849295	-0.192310538	0.118311169	-0.001292311	1	0
ENSG00000081087	OSTM1	osteoclastogenesis associated transmembrane protein 1	-0.174231996	0.999980048	-0.041760563	0.974587724	0.245535024	0.19776093	0.480868084	0.017075419	-1.446576238	2.55E-22	-1.904101597	5.31E-49	-1.061388422	1.33E-13	0.026501608	0.918897347	0
ENSG00000081138	CDH7	cadherin 7	NA	NA	NA	NA	NA	NA	NA	NA	0.326039152	0.009710673	0.255426795	0.011488794	-1.104788298	1.15E-14	0.462424514	0.000130577	0
ENSG00000081148	IMPG2	interphotoreceptor matrix proteoglycan 2	NA	NA	NA	NA	NA	NA	NA	NA	2.01417337	1.75E-13	2.33785163	1.63E-24	-0.22689171	0.671982802	-0.655632448	0.233560541	0
ENSG00000081177	EXD2	exonuclease 3'-5' domain containing 2	0.08471968	0.999980048	0.027986128	0.959585039	0.176297998	0.114835058	-0.0858037	0.324202164	0.033465652	0.86532265	-0.120436373	0.287035325	0.088528261	0.559076108	-0.159245792	0.338958974	0
ENSG00000081181	ARG2	arginase 2	0.086480842	0.999980048	0.013414581	0.940705097	0.498571111	0.00289811	-0.237118136	0.017799995	0.537814194	8.81E-14	0.378230765	9.33E-12	0.453283595	2.27E-09	-0.383943735	1.16E-06	0
ENSG00000081189	MEF2C	myocyte enhancer factor 2C	0.191013264	0.999980048	0.022354439	0.946733445	-0.145779704	0.100096425	0.238787122	0.051983244	0.18006344	0.104809698	0.295135621	0.000422725	0.06481221	0.614460566	-0.309294946	0.008979703	0
ENSG00000081248	CACNA1S	calcium voltage-gated channel subunit alpha1 S	NA	NA	NA	NA	NA	NA	NA	NA	0.364343871	0.528742426	0.515688861	0.241003111	0.866637391	0.047891647	-0.424647795	0.629134008	0
ENSG00000081377	CDC14B	cell division cycle 14B	NA	NA	NA	NA	NA	NA	NA	NA	-0.651245475	1.68E-08	-0.88631158	1.42E-21	-0.174618744	0.137019712	0.158581625	0.217147454	0
ENSG00000081386	ZNF510	zinc finger protein 510	NA	NA	NA	NA	NA	NA	NA	NA	-0.675005179	7.09E-19	-0.861645278	6.85E-55	-0.042809185	0.638251995	0.328854718	6.54E-06	0
ENSG00000081479	LRP2	LDL receptor related protein 2	NA	NA	NA	NA	-0.153649032	0.16371086	0.201020235	0.05509308	-0.010099792	0.918040346	-0.019017052	0.751849746	-0.163077875	0.030841248	0.125176516	0.108619785	0
ENSG00000081665	ZNF506	zinc finger protein 506	NA	NA	NA	NA	NA	NA	NA	NA	0.510020964	0.057392478	0.335088676	0.171963884	0.919547633	0.000104139	-2.631603537	6.63E-10	0
ENSG00000081692	JMJD4	jumonji domain containing 4	0.157300125	0.999980048	0.095850822	0.962382685	0.230968859	0.070847333	0.197488455	0.114384425	0.166892996	0.026050194	0.148470653	0.006302526	0.049698467	0.576442616	0.017709539	0.885996852	0
ENSG00000081721	DUSP12	dual specificity phosphatase 12	0.089423053	0.999980048	-0.012775763	0.937693518	0.03049021	0.616750237	0.065567718	0.292524656	0.203772617	0.0224811	-0.195204368	0.003742827	0.441970634	6.80E-08	0.091755575	0.399652071	0
ENSG00000081760	AACS	acetoacetyl-CoA synthetase	-0.047481235	0.999980048	-0.009983021	0.971926496	0.022659937	0.90501344	0.037793528	0.603587029	-0.137852016	0.240220278	-0.080914701	0.371691148	-0.353612399	0.001266223	-0.289786759	0.01307299	0
ENSG00000081791	DELE1	DAP3 binding cell death enhancer 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.081572293	0.34311461	-0.122040731	0.033278148	-0.042342546	0.656797361	0.031823916	0.801346474	0
ENSG00000081803	CADPS2	calcium dependent secretion activator 2	0.065554926	0.999980048	0.037117607	0.943573124	NA	NA	NA	NA	-0.03101871	0.737823203	-0.194741446	0.000566203	0.32235244	1.26E-05	-0.299362099	0.000108706	0
ENSG00000081870	HSPB11	heat shock protein family B (small) member 11	NA	NA	NA	NA	NA	NA	NA	NA	-0.022441131	0.878208799	-0.032568436	0.681935567	-0.132778234	0.181314674	0.089185688	0.486337123	0
ENSG00000081913	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	-0.057383941	0.999980048	-0.00403538	0.958404514	0.10811821	0.567403804	0.191760837	0.149043267	-0.008805199	0.940851721	0.055809638	0.336574156	-0.078418559	0.347850882	-0.07304673	0.436051906	0
ENSG00000081923	ATP8B1	ATPase phospholipid transporting 8B1	NA	NA	NA	NA	NA	NA	NA	NA	0.470274221	8.95E-07	0.760353226	5.84E-26	0.253847329	0.013769739	0.52602461	6.44E-08	0
ENSG00000081985	IL12RB2	interleukin 12 receptor subunit beta 2	NA	NA	NA	NA	NA	NA	NA	NA	0.553050191	4.62E-07	0.530217045	6.72E-10	0.241518617	0.04725521	-0.674197318	1.58E-06	0
ENSG00000082014	SMARCD3	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"	-0.136006545	0.999980048	-0.008860619	0.941183551	NA	NA	NA	NA	0.063747891	0.67370122	0.197763279	0.038396072	0.537880664	4.32E-07	-0.164219473	0.259945851	0
ENSG00000082068	WDR70	WD repeat domain 70	-0.083188303	0.999980048	0.060807502	0.937693518	0.162962855	0.206581747	-0.18294378	0.158989167	-0.016234937	0.892606334	-0.023871332	0.726801041	0.034442225	0.717467242	0.013149115	0.929959574	0
ENSG00000082146	STRADB	STE20 related adaptor beta	NA	NA	NA	NA	-0.045922333	0.370092335	-0.009562989	0.562155074	-0.356590669	1.05E-05	-0.341685045	2.79E-08	-0.203910529	0.017005462	-0.020411038	0.89102675	0
ENSG00000082153	BZW1	basic leucine zipper and W2 domains 1	0.300744877	0.999980048	0.136063247	0.959314993	-0.142380328	0.142122494	0.323623445	0.014872134	0.204633681	0.183834765	-0.766513757	1.23E-10	-0.940008573	3.00E-10	-0.613480526	7.07E-05	0
ENSG00000082196	C1QTNF3	C1q and TNF related 3	NA	NA	NA	NA	NA	NA	NA	NA	-1.016679287	9.94E-07	-0.690655183	2.79E-05	0.118624451	0.554920225	0.313366597	0.12648756	0
ENSG00000082212	ME2	malic enzyme 2	0.069520864	0.999980048	0.041547217	0.981002956	-0.138093832	0.10396968	0.085255462	0.435175986	0.317805127	9.05E-07	0.287039812	7.99E-10	0.246088642	0.000387834	0.297402343	1.90E-05	0
ENSG00000082213	C5orf22	chromosome 5 open reading frame 22	0.172546334	0.999980048	-0.023988249	0.963542738	0.315754613	0.041590327	0.019371286	0.782848812	0.100387311	0.516075844	0.0938655	0.460004243	0.336543352	0.011709142	0.266281599	0.111430783	0
ENSG00000082269	FAM135A	family with sequence similarity 135 member A	NA	NA	NA	NA	NA	NA	NA	NA	-0.066260004	0.817154557	-0.006706139	1	-0.099782595	0.703684168	0.130483836	0.662711952	0
ENSG00000082397	EPB41L3	erythrocyte membrane protein band 4.1 like 3	-0.079044769	0.999980048	-0.029673175	0.971953827	-0.133496884	0.173088943	-0.048743764	0.772239105	-0.088539936	0.246325956	-0.052576465	0.349949621	-0.021555678	0.806512486	0.07324109	0.398527593	0
ENSG00000082438	COBLL1	cordon-bleu WH2 repeat protein like 1	-0.052907536	0.999980048	0.055003561	0.940705097	-0.454910257	0.077501197	0.213125893	0.268047669	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000082458	DLG3	discs large MAGUK scaffold protein 3	-0.025006885	0.999980048	0.097608921	0.937693518	0.063337317	0.802894957	0.174758605	0.525581668	0.309969619	0.000198483	0.332438359	1.79E-07	0.192865358	0.035410591	-0.053705618	0.661466904	0
